key_id,Player Name,player_id,position_code,position_name,team_code,team_id,team_name,tournament_id,tournament_name,Sum of shirt_number
8562,George Owu,P-97589,GK,goal keeper,GHA,T-32,Ghana,WC-2006,2006 FIFA Men's World Cup,16
8585,Reza Enayati,P-64146,FW,forward,IRN,T-38,Iran,WC-2006,2006 FIFA Men's World Cup,16
8608,Mauro Camoranesi,P-22378,MF,midfielder,ITA,T-41,Italy,WC-2006,2006 FIFA Men's World Cup,16
8631,GÃ©rard Gnanhouan,P-51266,GK,goal keeper,CIV,T-42,Ivory Coast,WC-2006,2006 FIFA Men's World Cup,16
8654,Masashi Oguro,P-10636,FW,forward,JPN,T-44,Japan,WC-2006,2006 FIFA Men's World Cup,16
8677,Mario MÃ©ndez,P-77467,DF,defender,MEX,T-46,Mexico,WC-2006,2006 FIFA Men's World Cup,16
8700,Hedwiges Maduro,P-66598,MF,midfielder,NLD,T-48,Netherlands,WC-2006,2006 FIFA Men's World Cup,16
8723,Cristian Riveros,P-78654,MF,midfielder,PRY,T-55,Paraguay,WC-2006,2006 FIFA Men's World Cup,16
8746,Arkadiusz Radomski,P-52481,MF,midfielder,POL,T-57,Poland,WC-2006,2006 FIFA Men's World Cup,16
8769,Ricardo Carvalho,P-37760,DF,defender,PRT,T-58,Portugal,WC-2006,2006 FIFA Men's World Cup,16
8792,Khaled Aziz,P-66016,MF,midfielder,SAU,T-63,Saudi Arabia,WC-2006,2006 FIFA Men's World Cup,16
8815,DuÅ¡an PetkoviÄ‡,P-08113,DF,defender,SCG,T-67,Serbia and Montenegro,WC-2006,2006 FIFA Men's World Cup,16
8838,Kyung-ho Chung,P-04977,FW,forward,KOR,T-71,South Korea,WC-2006,2006 FIFA Men's World Cup,16
8861,Marcos Senna,P-82549,MF,midfielder,ESP,T-73,Spain,WC-2006,2006 FIFA Men's World Cup,16
8884,Kim KÃ¤llstrÃ¶m,P-73608,MF,midfielder,SWE,T-74,Sweden,WC-2006,2006 FIFA Men's World Cup,16
8907,Tranquillo Barnetta,P-97143,MF,midfielder,CHE,T-75,Switzerland,WC-2006,2006 FIFA Men's World Cup,16
8930,Kossi Agassa,P-30416,GK,goal keeper,TGO,T-77,Togo,WC-2006,2006 FIFA Men's World Cup,16
8953,Evans Wise,P-03524,MF,midfielder,TTO,T-78,Trinidad and Tobago,WC-2006,2006 FIFA Men's World Cup,16
8976,Adel Nefzi,P-66577,GK,goal keeper,TUN,T-79,Tunisia,WC-2006,2006 FIFA Men's World Cup,16
8999,Andriy Vorobey,P-58919,FW,forward,UKR,T-81,Ukraine,WC-2006,2006 FIFA Men's World Cup,16
9022,Josh Wolff,P-78068,FW,forward,USA,T-83,United States,WC-2006,2006 FIFA Men's World Cup,16
9045,Andrea Ojeda,P-04287,FW,forward,ARG,T-03,Argentina,WC-2007,2007 FIFA Women's World Cup,16
9066,Lauren Colthorpe,P-82607,MF,midfielder,AUS,T-04,Australia,WC-2007,2007 FIFA Women's World Cup,16
9087, Simone,P-64954,DF,defender,BRA,T-09,Brazil,WC-2007,2007 FIFA Women's World Cup,16
9108,Katie Thorlakson,P-33304,MF,midfielder,CAN,T-12,Canada,WC-2007,2007 FIFA Women's World Cup,16
9129,Yali Liu,P-95180,DF,defender,CHN,T-14,China,WC-2007,2007 FIFA Women's World Cup,16
9150,Tine Cederkvist,P-36403,GK,goal keeper,DNK,T-22,Denmark,WC-2007,2007 FIFA Women's World Cup,16
9171,Jill Scott,P-41187,MF,midfielder,ENG,T-28,England,WC-2007,2007 FIFA Women's World Cup,16
9192,Martina MÃ¼ller,P-80012,FW,forward,DEU,T-31,Germany,WC-2007,2007 FIFA Women's World Cup,16
9213,Memunatu Sulemana,P-42042,GK,goal keeper,GHA,T-32,Ghana,WC-2007,2007 FIFA Women's World Cup,16
9234,Aya Miyama,P-04310,MF,midfielder,JPN,T-44,Japan,WC-2007,2007 FIFA Women's World Cup,16
9255,Emma Humphries,P-80600,MF,midfielder,NZL,T-49,New Zealand,WC-2007,2007 FIFA Women's World Cup,16
9276,Ulunma Jerome,P-69273,DF,defender,NGA,T-50,Nigeria,WC-2007,2007 FIFA Women's World Cup,16
9296,Hye-ok Kong,P-79610,DF,defender,PRK,T-51,North Korea,WC-2007,2007 FIFA Women's World Cup,16
9317,Ragnhild Gulbrandsen,P-74483,FW,forward,NOR,T-53,Norway,WC-2007,2007 FIFA Women's World Cup,16
9338,Anna Paulson,P-85545,DF,defender,SWE,T-74,Sweden,WC-2007,2007 FIFA Women's World Cup,16
9359,Angela Hucles,P-01853,MF,midfielder,USA,T-83,United States,WC-2007,2007 FIFA Women's World Cup,16
9380,Faouzi Chaouchi,P-17205,GK,goal keeper,DZA,T-01,Algeria,WC-2010,2010 FIFA Men's World Cup,16
9403,Sergio AgÃ¼ero,P-36870,FW,forward,ARG,T-03,Argentina,WC-2010,2010 FIFA Men's World Cup,16
9426,Carl Valeri,P-70545,MF,midfielder,AUS,T-04,Australia,WC-2010,2010 FIFA Men's World Cup,16
9449, Gilberto,P-30363,DF,defender,BRA,T-09,Brazil,WC-2010,2010 FIFA Men's World Cup,16
9472,Souleymanou Hamidou,P-44262,GK,goal keeper,CMR,T-11,Cameroon,WC-2010,2010 FIFA Men's World Cup,16
9495,FabiÃ¡n Orellana,P-31755,FW,forward,CHL,T-13,Chile,WC-2010,2010 FIFA Men's World Cup,16
9518,Stephan Andersen,P-83165,GK,goal keeper,DNK,T-22,Denmark,WC-2010,2010 FIFA Men's World Cup,16
9541,James Milner,P-95616,MF,midfielder,ENG,T-28,England,WC-2010,2010 FIFA Men's World Cup,16
9564,Steve Mandanda,P-69594,GK,goal keeper,FRA,T-30,France,WC-2010,2010 FIFA Men's World Cup,16
9587,Philipp Lahm,P-18599,DF,defender,DEU,T-31,Germany,WC-2010,2010 FIFA Men's World Cup,16
9610,Stephen Ahorlu,P-29011,GK,goal keeper,GHA,T-32,Ghana,WC-2010,2010 FIFA Men's World Cup,16
9633,Sotirios Kyrgiakos,P-50181,DF,defender,GRC,T-33,Greece,WC-2010,2010 FIFA Men's World Cup,16
9656,Mauricio SabillÃ³n,P-71236,DF,defender,HND,T-35,Honduras,WC-2010,2010 FIFA Men's World Cup,16
9679,Mauro Camoranesi,P-22378,MF,midfielder,ITA,T-41,Italy,WC-2010,2010 FIFA Men's World Cup,16
9702,Aristide Zogbo,P-77464,GK,goal keeper,CIV,T-42,Ivory Coast,WC-2010,2010 FIFA Men's World Cup,16
9725,Yoshito ÅŒkubo,P-90491,FW,forward,JPN,T-44,Japan,WC-2010,2010 FIFA Men's World Cup,16
9748,EfraÃ­n JuÃ¡rez,P-85916,DF,defender,MEX,T-46,Mexico,WC-2010,2010 FIFA Men's World Cup,16
9771,Michel Vorm,P-32095,GK,goal keeper,NLD,T-48,Netherlands,WC-2010,2010 FIFA Men's World Cup,16
9794,Aaron Clapham,P-76440,MF,midfielder,NZL,T-49,New Zealand,WC-2010,2010 FIFA Men's World Cup,16
9817,Austin Ejide,P-47983,GK,goal keeper,NGA,T-50,Nigeria,WC-2010,2010 FIFA Men's World Cup,16
9840,Song-chol Nam,P-98982,DF,defender,PRK,T-51,North Korea,WC-2010,2010 FIFA Men's World Cup,16
9863,Cristian Riveros,P-78654,MF,midfielder,PRY,T-55,Paraguay,WC-2010,2010 FIFA Men's World Cup,16
9886,Raul Meireles,P-88101,MF,midfielder,PRT,T-58,Portugal,WC-2010,2010 FIFA Men's World Cup,16
9909,Ivan ObradoviÄ‡,P-59023,DF,defender,SRB,T-66,Serbia,WC-2010,2010 FIFA Men's World Cup,16
9932,JÃ¡n ÄŽurica,P-88680,DF,defender,SVK,T-68,Slovakia,WC-2010,2010 FIFA Men's World Cup,16
9955,Aleksander Å eliga,P-78416,GK,goal keeper,SVN,T-69,Slovenia,WC-2010,2010 FIFA Men's World Cup,16
9978,Itumeleng Khune,P-38574,GK,goal keeper,ZAF,T-70,South Africa,WC-2010,2010 FIFA Men's World Cup,16
10001,Sung-yueng Ki,P-48433,MF,midfielder,KOR,T-71,South Korea,WC-2010,2010 FIFA Men's World Cup,16
10024,Sergio Busquets,P-28010,MF,midfielder,ESP,T-73,Spain,WC-2010,2010 FIFA Men's World Cup,16
10047,GÃ©lson Fernandes,P-77553,MF,midfielder,CHE,T-75,Switzerland,WC-2010,2010 FIFA Men's World Cup,16
10070,JosÃ© Francisco Torres,P-55538,MF,midfielder,USA,T-83,United States,WC-2010,2010 FIFA Men's World Cup,16
10093,Maxi Pereira,P-41944,DF,defender,URY,T-84,Uruguay,WC-2010,2010 FIFA Men's World Cup,16
10116,Lauren Colthorpe,P-82607,MF,midfielder,AUS,T-04,Australia,WC-2011,2011 FIFA Women's World Cup,16
10137, Elaine,P-81163,DF,defender,BRA,T-09,Brazil,WC-2011,2011 FIFA Women's World Cup,16
10158,Jonelle Filigno,P-96231,FW,forward,CAN,T-12,Canada,WC-2011,2011 FIFA Women's World Cup,16
10179,Lady Andrade,P-24913,FW,forward,COL,T-16,Colombia,WC-2011,2011 FIFA Women's World Cup,16
10200,Steph Houghton,P-30706,MF,midfielder,ENG,T-28,England,WC-2011,2011 FIFA Women's World Cup,16
10221, Lucrecia,P-93603,MF,midfielder,GNQ,T-29,Equatorial Guinea,WC-2011,2011 FIFA Women's World Cup,16
10242,BÃ©rangÃ¨re Sapowicz,P-44882,GK,goal keeper,FRA,T-30,France,WC-2011,2011 FIFA Women's World Cup,16
10263,Martina MÃ¼ller,P-80012,FW,forward,DEU,T-31,Germany,WC-2011,2011 FIFA Women's World Cup,16
10284,Asuna Tanaka,P-82534,DF,defender,JPN,T-44,Japan,WC-2011,2011 FIFA Women's World Cup,16
10305,Charlyn Corral,P-93676,DF,defender,MEX,T-46,Mexico,WC-2011,2011 FIFA Women's World Cup,16
10326,Annalie Longo,P-80895,MF,midfielder,NZL,T-49,New Zealand,WC-2011,2011 FIFA Women's World Cup,16
10347,Tochukwu Oluehi,P-65033,GK,goal keeper,NGA,T-50,Nigeria,WC-2011,2011 FIFA Women's World Cup,16
10368,Pok-sim Jong,P-92164,DF,defender,PRK,T-51,North Korea,WC-2011,2011 FIFA Women's World Cup,16
10389,Elise Thorsnes,P-38110,FW,forward,NOR,T-53,Norway,WC-2011,2011 FIFA Women's World Cup,16
10410,Linda Forsberg,P-05293,MF,midfielder,SWE,T-74,Sweden,WC-2011,2011 FIFA Women's World Cup,16
10431,Lori Lindsey,P-12112,MF,midfielder,USA,T-83,United States,WC-2011,2011 FIFA Women's World Cup,16
10452,Mohamed Zemmamouche,P-52593,GK,goal keeper,DZA,T-01,Algeria,WC-2014,2014 FIFA Men's World Cup,16
10475,Marcos Rojo,P-18222,DF,defender,ARG,T-03,Argentina,WC-2014,2014 FIFA Men's World Cup,16
10498,James Holland,P-77996,MF,midfielder,AUS,T-04,Australia,WC-2014,2014 FIFA Men's World Cup,16
10521,Steven Defour,P-03735,MF,midfielder,BEL,T-06,Belgium,WC-2014,2014 FIFA Men's World Cup,16
10544,Senad LuliÄ‡,P-74278,MF,midfielder,BIH,T-08,Bosnia and Herzegovina,WC-2014,2014 FIFA Men's World Cup,16
10567, Ramires,P-86499,MF,midfielder,BRA,T-09,Brazil,WC-2014,2014 FIFA Men's World Cup,16
10590,Charles Itandje,P-28726,GK,goal keeper,CMR,T-11,Cameroon,WC-2014,2014 FIFA Men's World Cup,16
10613,Felipe GutiÃ©rrez,P-92626,MF,midfielder,CHL,T-13,Chile,WC-2014,2014 FIFA Men's World Cup,16
10636,Ã‰der Ãlvarez Balanta,P-86404,DF,defender,COL,T-16,Colombia,WC-2014,2014 FIFA Men's World Cup,16
10659,Cristian Gamboa,P-26483,DF,defender,CRI,T-17,Costa Rica,WC-2014,2014 FIFA Men's World Cup,16
10682,Ante RebiÄ‡,P-44463,FW,forward,HRV,T-18,Croatia,WC-2014,2014 FIFA Men's World Cup,16
10705,Antonio Valencia,P-49265,MF,midfielder,ECU,T-25,Ecuador,WC-2014,2014 FIFA Men's World Cup,16
10728,Phil Jones,P-06851,DF,defender,ENG,T-28,England,WC-2014,2014 FIFA Men's World Cup,16
10751,StÃ©phane Ruffier,P-01560,GK,goal keeper,FRA,T-30,France,WC-2014,2014 FIFA Men's World Cup,16
10774,Philipp Lahm,P-18599,DF,defender,DEU,T-31,Germany,WC-2014,2014 FIFA Men's World Cup,16
10797,Fatau Dauda,P-24689,GK,goal keeper,GHA,T-32,Ghana,WC-2014,2014 FIFA Men's World Cup,16
10820,Lazaros Christodoulopoulos,P-68693,MF,midfielder,GRC,T-33,Greece,WC-2014,2014 FIFA Men's World Cup,16
10843,Rony MartÃ­nez,P-86511,FW,forward,HND,T-35,Honduras,WC-2014,2014 FIFA Men's World Cup,16
10866,Reza Ghoochannejhad,P-85324,FW,forward,IRN,T-38,Iran,WC-2014,2014 FIFA Men's World Cup,16
10889,Daniele De Rossi,P-65802,MF,midfielder,ITA,T-41,Italy,WC-2014,2014 FIFA Men's World Cup,16
10912,Sylvain Gbohouo,P-25845,GK,goal keeper,CIV,T-42,Ivory Coast,WC-2014,2014 FIFA Men's World Cup,16
10935,Hotaru Yamaguchi,P-41027,MF,midfielder,JPN,T-44,Japan,WC-2014,2014 FIFA Men's World Cup,16
10958,Miguel Ãngel Ponce,P-29705,DF,defender,MEX,T-46,Mexico,WC-2014,2014 FIFA Men's World Cup,16
10981,Jordy Clasie,P-27533,MF,midfielder,NLD,T-48,Netherlands,WC-2014,2014 FIFA Men's World Cup,16
11004,Austin Ejide,P-47983,GK,goal keeper,NGA,T-50,Nigeria,WC-2014,2014 FIFA Men's World Cup,16
11027,Raul Meireles,P-88101,MF,midfielder,PRT,T-58,Portugal,WC-2014,2014 FIFA Men's World Cup,16
11050,Sergey Ryzhikov,P-85559,GK,goal keeper,RUS,T-62,Russia,WC-2014,2014 FIFA Men's World Cup,16
11073,Sung-yueng Ki,P-48433,MF,midfielder,KOR,T-71,South Korea,WC-2014,2014 FIFA Men's World Cup,16
11096,Sergio Busquets,P-28010,MF,midfielder,ESP,T-73,Spain,WC-2014,2014 FIFA Men's World Cup,16
11119,GÃ©lson Fernandes,P-77553,MF,midfielder,CHE,T-75,Switzerland,WC-2014,2014 FIFA Men's World Cup,16
11142,Julian Green,P-91438,MF,midfielder,USA,T-83,United States,WC-2014,2014 FIFA Men's World Cup,16
11165,Maxi Pereira,P-41944,DF,defender,URY,T-84,Uruguay,WC-2014,2014 FIFA Men's World Cup,16
11188,Hayley Raso,P-39150,FW,forward,AUS,T-04,Australia,WC-2015,2015 FIFA Women's World Cup,16
11211, Rafaelle,P-04136,DF,defender,BRA,T-09,Brazil,WC-2015,2015 FIFA Women's World Cup,16
11234,ThÃ¨cle Mbororo,P-91402,GK,goal keeper,CMR,T-11,Cameroon,WC-2015,2015 FIFA Women's World Cup,16
11257,Jonelle Filigno,P-96231,FW,forward,CAN,T-12,Canada,WC-2015,2015 FIFA Women's World Cup,16
11280,Jiahui Lou,P-89089,MF,midfielder,CHN,T-14,China,WC-2015,2015 FIFA Women's World Cup,16
11303,Lady Andrade,P-24913,MF,midfielder,COL,T-16,Colombia,WC-2015,2015 FIFA Women's World Cup,16
11326,Katherine Alvarado,P-32687,MF,midfielder,CRI,T-17,Costa Rica,WC-2015,2015 FIFA Women's World Cup,16
11349,Ligia Moreira,P-16218,DF,defender,ECU,T-25,Ecuador,WC-2015,2015 FIFA Women's World Cup,16
11372,Katie Chapman,P-73084,MF,midfielder,ENG,T-28,England,WC-2015,2015 FIFA Women's World Cup,16
11395,Sarah Bouhaddi,P-12977,GK,goal keeper,FRA,T-30,France,WC-2015,2015 FIFA Women's World Cup,16
11418,Melanie Leupolz,P-17418,MF,midfielder,DEU,T-31,Germany,WC-2015,2015 FIFA Women's World Cup,16
11441,Dominique Thiamale,P-54977,GK,goal keeper,CIV,T-42,Ivory Coast,WC-2015,2015 FIFA Women's World Cup,16
11464,Mana Iwabuchi,P-26643,FW,forward,JPN,T-44,Japan,WC-2015,2015 FIFA Women's World Cup,16
11487,MÃ³nica Alvarado,P-70528,MF,midfielder,MEX,T-46,Mexico,WC-2015,2015 FIFA Women's World Cup,16
11510,Sari van Veenendaal,P-47320,GK,goal keeper,NLD,T-48,Netherlands,WC-2015,2015 FIFA Women's World Cup,16
11533,Annalie Longo,P-80895,MF,midfielder,NZL,T-49,New Zealand,WC-2015,2015 FIFA Women's World Cup,16
11556,Ibubeleye Whyte,P-49049,GK,goal keeper,NGA,T-50,Nigeria,WC-2015,2015 FIFA Women's World Cup,16
11579,Elise Thorsnes,P-38110,FW,forward,NOR,T-53,Norway,WC-2015,2015 FIFA Women's World Cup,16
11602,Yu-mi Kang,P-46735,FW,forward,KOR,T-71,South Korea,WC-2015,2015 FIFA Women's World Cup,16
11625,Ivana AndrÃ©s,P-05213,DF,defender,ESP,T-73,Spain,WC-2015,2015 FIFA Women's World Cup,16
11648,Lina Nilsson,P-83862,DF,defender,SWE,T-74,Sweden,WC-2015,2015 FIFA Women's World Cup,16
11671,Fabienne Humm,P-28291,FW,forward,CHE,T-75,Switzerland,WC-2015,2015 FIFA Women's World Cup,16
11694,Saengchan Khwanrudi,P-65800,DF,defender,THA,T-76,Thailand,WC-2015,2015 FIFA Women's World Cup,16
11717,Lori Chalupny,P-69030,DF,defender,USA,T-83,United States,WC-2015,2015 FIFA Women's World Cup,16
11740,Marcos Rojo,P-18222,DF,defender,ARG,T-03,Argentina,WC-2018,2018 FIFA Men's World Cup,16
11763,Aziz Behich,P-51118,DF,defender,AUS,T-04,Australia,WC-2018,2018 FIFA Men's World Cup,16
11786,Thorgan Hazard,P-74337,MF,midfielder,BEL,T-06,Belgium,WC-2018,2018 FIFA Men's World Cup,16
11809, CÃ¡ssio,P-66815,GK,goal keeper,BRA,T-09,Brazil,WC-2018,2018 FIFA Men's World Cup,16
11832,Jefferson Lerma,P-61424,MF,midfielder,COL,T-16,Colombia,WC-2018,2018 FIFA Men's World Cup,16
11855,Cristian Gamboa,P-26483,DF,defender,CRI,T-17,Costa Rica,WC-2018,2018 FIFA Men's World Cup,16
11878,Nikola KaliniÄ‡,P-12763,FW,forward,HRV,T-18,Croatia,WC-2018,2018 FIFA Men's World Cup,16
11901,Jonas LÃ¶ssl,P-28357,GK,goal keeper,DNK,T-22,Denmark,WC-2018,2018 FIFA Men's World Cup,16
11924,Sherif Ekramy,P-49027,GK,goal keeper,EGY,T-26,Egypt,WC-2018,2018 FIFA Men's World Cup,16
11947,Phil Jones,P-06851,DF,defender,ENG,T-28,England,WC-2018,2018 FIFA Men's World Cup,16
11970,Steve Mandanda,P-69594,GK,goal keeper,FRA,T-30,France,WC-2018,2018 FIFA Men's World Cup,16
11993,Antonio RÃ¼diger,P-51201,DF,defender,DEU,T-31,Germany,WC-2018,2018 FIFA Men's World Cup,16
12016,Ã“lafur Ingi SkÃºlason,P-05450,MF,midfielder,ISL,T-37,Iceland,WC-2018,2018 FIFA Men's World Cup,16
12039,Reza Ghoochannejhad,P-85324,FW,forward,IRN,T-38,Iran,WC-2018,2018 FIFA Men's World Cup,16
12062,Hotaru Yamaguchi,P-41027,MF,midfielder,JPN,T-44,Japan,WC-2018,2018 FIFA Men's World Cup,16
12085,HÃ©ctor Herrera,P-42911,DF,defender,MEX,T-46,Mexico,WC-2018,2018 FIFA Men's World Cup,16
12108,Nordin Amrabat,P-37696,MF,midfielder,MAR,T-47,Morocco,WC-2018,2018 FIFA Men's World Cup,16
12131,Daniel Akpeyi,P-83020,GK,goal keeper,NGA,T-50,Nigeria,WC-2018,2018 FIFA Men's World Cup,16
12154,Abdiel Arroyo,P-52444,FW,forward,PAN,T-54,Panama,WC-2018,2018 FIFA Men's World Cup,16
12177,Wilder Cartagena,P-77391,MF,midfielder,PER,T-56,Peru,WC-2018,2018 FIFA Men's World Cup,16
12200,Jakub BÅ‚aszczykowski,P-57494,MF,midfielder,POL,T-57,Poland,WC-2018,2018 FIFA Men's World Cup,16
12223,Bruno Fernandes,P-39584,MF,midfielder,PRT,T-58,Portugal,WC-2018,2018 FIFA Men's World Cup,16
12246,Anton Miranchuk,P-23559,MF,midfielder,RUS,T-62,Russia,WC-2018,2018 FIFA Men's World Cup,16
12269,Housain Al-Mogahwi,P-77853,MF,midfielder,SAU,T-63,Saudi Arabia,WC-2018,2018 FIFA Men's World Cup,16
12292,Khadim N'Diaye,P-17986,GK,goal keeper,SEN,T-65,Senegal,WC-2018,2018 FIFA Men's World Cup,16
12315,Marko GrujiÄ‡,P-89573,MF,midfielder,SRB,T-66,Serbia,WC-2018,2018 FIFA Men's World Cup,16
12338,Sung-yueng Ki,P-48433,MF,midfielder,KOR,T-71,South Korea,WC-2018,2018 FIFA Men's World Cup,16
12361,Nacho Monreal,P-11593,DF,defender,ESP,T-73,Spain,WC-2018,2018 FIFA Men's World Cup,16
12384,Emil Krafth,P-28801,DF,defender,SWE,T-74,Sweden,WC-2018,2018 FIFA Men's World Cup,16
12407,GÃ©lson Fernandes,P-77553,MF,midfielder,CHE,T-75,Switzerland,WC-2018,2018 FIFA Men's World Cup,16
12430,Aymen Mathlouthi,P-25989,GK,goal keeper,TUN,T-79,Tunisia,WC-2018,2018 FIFA Men's World Cup,16
12453,Maxi Pereira,P-41944,DF,defender,URY,T-84,Uruguay,WC-2018,2018 FIFA Men's World Cup,16
12476,Lorena BenÃ­tez,P-14114,MF,midfielder,ARG,T-03,Argentina,WC-2019,2019 FIFA Women's World Cup,16
12499,Hayley Raso,P-39150,FW,forward,AUS,T-04,Australia,WC-2019,2019 FIFA Women's World Cup,16
12522, Beatriz,P-42763,FW,forward,BRA,T-09,Brazil,WC-2019,2019 FIFA Women's World Cup,16
12545,Isabelle Mambingo,P-50711,GK,goal keeper,CMR,T-11,Cameroon,WC-2019,2019 FIFA Women's World Cup,16
12568,Janine Beckie,P-48464,FW,forward,CAN,T-12,Canada,WC-2019,2019 FIFA Women's World Cup,16
12591,Fernanda Pinilla,P-40766,DF,defender,CHL,T-13,Chile,WC-2019,2019 FIFA Women's World Cup,16
12614,Wen Li,P-45842,MF,midfielder,CHN,T-14,China,WC-2019,2019 FIFA Women's World Cup,16
12637,Jade Moore,P-76594,MF,midfielder,ENG,T-28,England,WC-2019,2019 FIFA Women's World Cup,16
12660,Sarah Bouhaddi,P-12977,GK,goal keeper,FRA,T-30,France,WC-2019,2019 FIFA Women's World Cup,16
12683,Linda Dallmann,P-02802,MF,midfielder,DEU,T-31,Germany,WC-2019,2019 FIFA Women's World Cup,16
12706,Laura Fusetti,P-67555,DF,defender,ITA,T-41,Italy,WC-2019,2019 FIFA Women's World Cup,16
12729,Dominique Bond-Flasza,P-72963,DF,defender,JAM,T-43,Jamaica,WC-2019,2019 FIFA Women's World Cup,16
12752,Asato Miyagawa,P-16222,DF,defender,JPN,T-44,Japan,WC-2019,2019 FIFA Women's World Cup,16
12775,Lize Kop,P-08372,GK,goal keeper,NLD,T-48,Netherlands,WC-2019,2019 FIFA Women's World Cup,16
12798,Katie Duncan,P-82898,MF,midfielder,NZL,T-49,New Zealand,WC-2019,2019 FIFA Women's World Cup,16
12821,Chiamaka Nnadozie,P-28304,GK,goal keeper,NGA,T-50,Nigeria,WC-2019,2019 FIFA Women's World Cup,16
12844,Guro Reiten,P-77652,FW,forward,NOR,T-53,Norway,WC-2019,2019 FIFA Women's World Cup,16
12867,Christie Murray,P-25443,MF,midfielder,SCO,T-64,Scotland,WC-2019,2019 FIFA Women's World Cup,16
12890,Andile Dlamini,P-92858,GK,goal keeper,ZAF,T-70,South Africa,WC-2019,2019 FIFA Women's World Cup,16
12913,Sel-gi Jang,P-53137,DF,defender,KOR,T-71,South Korea,WC-2019,2019 FIFA Women's World Cup,16
12936,MarÃ­a Pilar LeÃ³n,P-75163,DF,defender,ESP,T-73,Spain,WC-2019,2019 FIFA Women's World Cup,16
12959,Julia Zigiotti Olme,P-89508,FW,forward,SWE,T-74,Sweden,WC-2019,2019 FIFA Women's World Cup,16
12982,Saengchan Khwanrudi,P-65800,DF,defender,THA,T-76,Thailand,WC-2019,2019 FIFA Women's World Cup,16
13005,Rose Lavelle,P-65982,MF,midfielder,USA,T-83,United States,WC-2019,2019 FIFA Women's World Cup,16
13028,Thiago Almada,P-56659,MF,midfielder,ARG,T-03,Argentina,WC-2022,2022 FIFA Men's World Cup,16
13054,Aziz Behich,P-51118,DF,defender,AUS,T-04,Australia,WC-2022,2022 FIFA Men's World Cup,16
13080,Thorgan Hazard,P-74337,MF,midfielder,BEL,T-06,Belgium,WC-2022,2022 FIFA Men's World Cup,16
13106,Alex Telles,P-26953,DF,defender,BRA,T-09,Brazil,WC-2022,2022 FIFA Men's World Cup,16
13132,Devis Epassy,P-70357,GK,goal keeper,CMR,T-11,Cameroon,WC-2022,2022 FIFA Men's World Cup,16
13158,James Pantemis,P-61949,GK,goal keeper,CAN,T-12,Canada,WC-2022,2022 FIFA Men's World Cup,16
13184,Carlos MartÃ­nez,P-39281,DF,defender,CRI,T-17,Costa Rica,WC-2022,2022 FIFA Men's World Cup,16
13210,Bruno PetkoviÄ‡,P-46461,FW,forward,HRV,T-18,Croatia,WC-2022,2022 FIFA Men's World Cup,16
13236,Oliver Christensen,P-07304,GK,goal keeper,DNK,T-22,Denmark,WC-2022,2022 FIFA Men's World Cup,16
13262,Jeremy Sarmiento,P-78091,MF,midfielder,ECU,T-25,Ecuador,WC-2022,2022 FIFA Men's World Cup,16
13288,Conor Coady,P-76287,DF,defender,ENG,T-28,England,WC-2022,2022 FIFA Men's World Cup,16
13314,Steve Mandanda,P-69594,GK,goal keeper,FRA,T-30,France,WC-2022,2022 FIFA Men's World Cup,16
13340,Lukas Klostermann,P-89863,DF,defender,DEU,T-31,Germany,WC-2022,2022 FIFA Men's World Cup,16
13366,Abdul Manaf Nurudeen,P-36638,GK,goal keeper,GHA,T-32,Ghana,WC-2022,2022 FIFA Men's World Cup,16
13392,Mehdi Torabi,P-04541,MF,midfielder,IRN,T-38,Iran,WC-2022,2022 FIFA Men's World Cup,16
13417,Takehiro Tomiyasu,P-68429,DF,defender,JPN,T-44,Japan,WC-2022,2022 FIFA Men's World Cup,16
13443,HÃ©ctor Herrera,P-42911,MF,midfielder,MEX,T-46,Mexico,WC-2022,2022 FIFA Men's World Cup,16
13469,Abde Ezzalzouli,P-21052,FW,forward,MAR,T-47,Morocco,WC-2022,2022 FIFA Men's World Cup,16
13495,Tyrell Malacia,P-78630,DF,defender,NLD,T-48,Netherlands,WC-2022,2022 FIFA Men's World Cup,16
13521,Karol Åšwiderski,P-85630,FW,forward,POL,T-57,Poland,WC-2022,2022 FIFA Men's World Cup,16
13547, Vitinha,P-89266,MF,midfielder,PRT,T-58,Portugal,WC-2022,2022 FIFA Men's World Cup,16
13573,Boualem Khoukhi,P-12810,DF,defender,QAT,T-59,Qatar,WC-2022,2022 FIFA Men's World Cup,16
13599,Sami Al-Najei,P-87569,MF,midfielder,SAU,T-63,Saudi Arabia,WC-2022,2022 FIFA Men's World Cup,16
13625,Ã‰douard Mendy,P-45399,GK,goal keeper,SEN,T-65,Senegal,WC-2022,2022 FIFA Men's World Cup,16
13651,SaÅ¡a LukiÄ‡,P-78056,MF,midfielder,SRB,T-66,Serbia,WC-2022,2022 FIFA Men's World Cup,16
13677,Hwang Ui-jo,P-92710,FW,forward,KOR,T-71,South Korea,WC-2022,2022 FIFA Men's World Cup,16
13703, Rodri,P-62341,MF,midfielder,ESP,T-73,Spain,WC-2022,2022 FIFA Men's World Cup,16
13729,Christian Fassnacht,P-71875,MF,midfielder,CHE,T-75,Switzerland,WC-2022,2022 FIFA Men's World Cup,16
13755,Aymen Dahmen,P-32803,GK,goal keeper,TUN,T-79,Tunisia,WC-2022,2022 FIFA Men's World Cup,16
